,Reef_2,Site,Transect,Depth_m,Habitat,Aspect,Benthic_Complexity,Diversity,Observed,Estimator,s.e.,LCL,UCL
63,Bougainville,BOUG-02,T27,13.4,outer_slope,steep_slope,3,Species richness,6,13.11111111,5.70526226,6,24.29321966
64,Bougainville,BOUG-02,T28,9.8,outer_slope,steep_slope,2,Species richness,3,5,1.424240991,3,7.791461049
65,Bougainville,BOUG-02,T3,64.5,outer_slope,steep_slope,3,Species richness,2,2,0.472581563,2,2.926242843
66,Bougainville,BOUG-02,T5,63,outer_slope,wall,3,Species richness,1,1,0,1,1
67,Bougainville,BOUG-02,T6,58.4,outer_slope,moderate_slope,4,Species richness,1,1,0,1,1
68,Bougainville,BOUG-02,T7,57.7,outer_slope,moderate_slope,4,Species richness,1,1,0,1,1
69,Bougainville,BOUG-02,T8,55.3,outer_slope,moderate_slope,4,Species richness,7,14.42857143,7.543658746,7,29.21387088
70,Bougainville,BOUG-02,T9,53.6,outer_slope,moderate_slope,4,Species richness,3,5,1.414308792,3,7.771994296
71,East Diamond,EDIA-01,T1,48,lagoon,flat,2,Species richness,1,1,0,1,1
72,East Diamond,EDIA-01,T10,25,lagoon,gentle_slope,2,Species richness,3,3.857142857,1.201437845,3,6.211917764
73,East Diamond,EDIA-01,T11,26,lagoon,moderate_slope,2,Species richness,3,3.454545455,1.397402274,3,6.193403584
74,East Diamond,EDIA-01,T12,21,lagoon,moderate_slope,2,Species richness,6,11.57142857,3.6815515,6,18.78713692
75,East Diamond,EDIA-01,T13,15,lagoon,moderate_slope,2,Species richness,1,1,0,1,1
76,East Diamond,EDIA-01,T14,19,lagoon,wall,2,Species richness,3,5,1.466176839,3,7.873653799
77,East Diamond,EDIA-01,T15,15,lagoon,wall,2,Species richness,1,1,0,1,1
78,East Diamond,EDIA-01,T16,10,lagoon,wall,2,Species richness,3,3,0.652004162,3,4.277904676
79,East Diamond,EDIA-01,T2,50,lagoon,flat,2,Species richness,1,1,0,1,1
80,East Diamond,EDIA-01,T3,48,lagoon,gentle_slope,2,Species richness,3,3,0.45525982,3,3.892292851
81,East Diamond,EDIA-01,T4,45,lagoon,gentle_slope,2,Species richness,2,2,0.368452949,2,2.72215451
82,East Diamond,EDIA-01,T5,45,lagoon,gentle_slope,2,Species richness,4,4.461538462,1.393488791,4,7.192726304
83,East Diamond,EDIA-01,T6,39,lagoon,gentle_slope,2,Species richness,4,4.916666667,1.467918595,4,7.793734246
84,East Diamond,EDIA-01,T7,38,lagoon,gentle_slope,2,Species richness,4,4.947368421,0.815066992,4,6.54487037
85,East Diamond,EDIA-01,T8,32,lagoon,gentle_slope,2,Species richness,3,4.5,1.953881142,3,8.329536667
86,East Diamond,EDIA-01,T9,32,lagoon,gentle_slope,2,Species richness,6,10.25,4.043307688,6,18.17473745
87,East Diamond,EDIA-02,T1,30.9,inner_reef,flat,1,Species richness,3,4.5,2.114279255,3,8.643911193
88,East Diamond,EDIA-02,T10,8.7,inner_reef,steep_slope,2,Species richness,3,3.4375,1.255440496,3,5.898118157
89,East Diamond,EDIA-02,T2,25,inner_reef,steep_slope,2,Species richness,5,9.05,3.508502623,5,15.92653878
90,East Diamond,EDIA-02,T4,24.2,inner_reef,gentle_slope,2,Species richness,3,3.875,1.164273791,3,6.156934698
91,East Diamond,EDIA-02,T5,20,inner_reef,gentle_slope,2,Species richness,6,8.025,4.28370971,6,16.42091675
92,East Diamond,EDIA-02,T6,19.1,inner_reef,gentle_slope,2,Species richness,4,7.6,3.64705499,4,14.74809643
93,East Diamond,EDIA-02,T7,15.4,inner_reef,moderate_slope,3,Species richness,7,14.33333333,6.719445743,7,27.50320499
94,East Diamond,EDIA-02,T8,15.2,inner_reef,moderate_slope,2,Species richness,6,6.928571429,2.254580342,6,11.3474677
95,East Diamond,EDIA-02,T9,9,inner_reef,steep_slope,2,Species richness,5,9.21875,4.297401595,5,17.64150235
96,East Holmes,HOLM-02,T1,62.7,outer_slope,steep_slope,3,Species richness,2,2.5,0.697234798,2,3.866555093
97,East Holmes,HOLM-02,T10,37,outer_slope,gentle_slope,2,Species richness,6,10.15384615,5.094713992,6,20.13930209
98,East Holmes,HOLM-02,T11,35,outer_slope,gentle_slope,2,Species richness,12,50.25,19.62330145,12,88.71096409
99,East Holmes,HOLM-02,T12,31.2,outer_slope,gentle_slope,2,Species richness,4,4.833333333,2.355429736,4,9.449890785
100,East Holmes,HOLM-02,T13,28,outer_slope,gentle_slope,2,Species richness,10,13.80952381,7.840871312,10,29.17734919
101,East Holmes,HOLM-02,T2,63.7,outer_slope,steep_slope,3,Species richness,2,2,0.238683257,2,2.467810587
102,East Holmes,HOLM-02,T4,63.2,outer_slope,steep_slope,4,Species richness,2,2,0.326598632,2,2.640121557
103,East Holmes,HOLM-02,T6,56.6,outer_slope,steep_slope,3,Species richness,1,1,0,1,1
104,East Holmes,HOLM-02,T7,54.5,outer_slope,steep_slope,4,Species richness,3,5,1.447254454,3,7.836566606
105,East Holmes,HOLM-02,T9,45,outer_slope,wall,4,Species richness,2,2.5,0.67689129,2,3.826682549
106,East Holmes,HOLM-04,T10,7,outer_slope,moderate_slope,1,Species richness,1,1,0,1,1
107,East Holmes,HOLM-04,T11,3,outer_slope,gentle_slope,1,Species richness,4,6.5,2.985373529,4,12.3512246
108,East Holmes,HOLM-04,T3,41,outer_slope,gentle_slope,1,Species richness,2,2.333333333,1.243000605,2,4.769569753
109,East Holmes,HOLM-04,T4,37,outer_slope,gentle_slope,1,Species richness,3,3,0.476984077,3,3.934871613
110,East Holmes,HOLM-04,T5,32,outer_slope,gentle_slope,1,Species richness,7,14.33333333,6.172122538,7,26.43047122
111,East Holmes,HOLM-04,T6,28,outer_slope,gentle_slope,1,Species richness,3,3.8,1.129447885,3,6.013677177
112,East Holmes,HOLM-04,T6,71,outer_slope,wall,1,Species richness,1,1,0,1,1
113,East Holmes,HOLM-04,T7,22,outer_slope,gentle_slope,1,Species richness,7,10.73333333,5.283255739,7,21.0883243
114,East Holmes,HOLM-04,T8,17,outer_slope,gentle_slope,1,Species richness,9,20.95652174,10.35935064,9,41.26047591
115,East Holmes,HOLM-04,T9,12,outer_slope,moderate_slope,1,Species richness,5,6.928571429,2.565754121,5,11.9573571
116,Edna Cay,EDNA-01,T10,19.1,outer_slope,flat,3,Species richness,1,1,0,1,1
117,Edna Cay,EDNA-01,T11,14,outer_slope,moderate_slope,3,Species richness,1,1,0,1,1
118,Edna Cay,EDNA-01,T12,9.8,outer_slope,flat,1,Species richness,5,5,0.711445061,5,6.394406696
119,Edna Cay,EDNA-01,T3,79,outer_slope,moderate_slope,5,Species richness,5,5.888888889,2.654914949,5,11.09242657
120,Edna Cay,EDNA-01,T7,48,outer_slope,moderate_slope,3,Species richness,2,2.333333333,1.312975904,2,4.906718817
121,Edna Cay,EDNA-01,T8,39,outer_slope,moderate_slope,4,Species richness,9,18.47368421,6.018833215,9,30.27038054
122,Edna Cay,EDNA-01,T9,26.7,outer_slope,gentle_slope,3,Species richness,4,4.472222222,1.241338494,4,6.905200963
123,Frankie Cay,FRAN-01,T10,8,outer_slope,gentle_slope,1,Species richness,2,2.333333333,1.255935403,2,4.794921491
124,Frankie Cay,FRAN-01,T7,35,outer_slope,steep_slope,3,Species richness,6,18.5,4.664541589,9.357666482,27.64233352
125,Frankie Cay,FRAN-01,T8,25,outer_slope,moderate_slope,2,Species richness,8,9.4,4.092955864,8,17.42204608
126,Frankie Cay,FRAN-01,T9,14,outer_slope,moderate_slope,1,Species richness,4,6.75,1.818789689,4,10.31476229
127,Frederick,FRED-01,T1,34.8,inner_reef,gentle_slope,1,Species richness,3,3,0.661896702,3,4.297293698
128,Frederick,FRED-02,T14,24,lagoon,gentle_slope,0,Species richness,1,1,0,1,1
129,Georgina Cay,GEOR-01,T10,51.4,outer_slope,moderate_slope,3,Species richness,2,2,0.348735088,2,2.683508213
130,Georgina Cay,GEOR-01,T13,41.2,outer_slope,steep_slope,2,Species richness,1,1,0,1,1
131,Georgina Cay,GEOR-01,T14,36.2,outer_slope,moderate_slope,2,Species richness,4,5.714285714,2.175752322,4,9.978681904
132,Georgina Cay,GEOR-01,T15,32.6,outer_slope,gentle_slope,2,Species richness,2,2,0.219042914,2,2.429316222
133,Heralds Surprise,HSUP-01,T1,61.3,outer_slope,steep_slope,4,Species richness,2,2.5,0.738548946,2,3.947529335
134,Heralds Surprise,HSUP-01,T2,55.5,outer_slope,steep_slope,5,Species richness,3,4.5,2.090931598,3,8.598150627
135,Heralds Surprise,HSUP-01,T3,47.6,outer_slope,steep_slope,4,Species richness,5,5.888888889,2.23700359,5,10.27333536
136,Heralds Surprise,HSUP-01,T4,39.6,outer_slope,steep_slope,4,Species richness,5,5.476190476,1.395788346,5,8.211885365
137,Heralds Surprise,HSUP-01,T5,28.4,outer_slope,gentle_slope,4,Species richness,9,11.2,4.810744439,9,20.62888584
138,Heralds Surprise,HSUP-01,T6,18.6,outer_slope,moderate_slope,3,Species richness,8,13.75,4.90880363,8,23.37107832
139,Heralds Surprise,HSUP-01,T7,13.7,outer_slope,steep_slope,2,Species richness,11,11.64864865,2.908359795,11,17.3489291
140,Heralds Surprise,HSUP-01,T8,9.6,outer_slope,steep_slope,2,Species richness,9,11.175,5.584221037,9,22.11987211
141,Hermit Crab Islet,HERM-01,T1,46.2,lagoon,flat,1,Species richness,5,5,0.947746865,5,6.857549722
142,Hermit Crab Islet,HERM-01,T10,30.3,lagoon,flat,3,Species richness,8,12.3125,4.612541251,8,21.35291473
143,Hermit Crab Islet,HERM-01,T11,31,lagoon,flat,2,Species richness,7,7.1171875,2.714120052,7,12.43676505
144,Hermit Crab Islet,HERM-01,T12,33.2,lagoon,flat,1,Species richness,1,1,0,1,1
145,Hermit Crab Islet,HERM-01,T13,21.1,lagoon,flat,1,Species richness,2,2,0.337997669,2,2.662463258
146,Hermit Crab Islet,HERM-01,T14,22,lagoon,flat,1,Species richness,3,3.8,1.373698098,3,6.492398798
147,Hermit Crab Islet,HERM-01,T16,23.7,lagoon,gentle_slope,0,Species richness,1,1,0,1,1
148,Hermit Crab Islet,HERM-01,T17,14.1,lagoon,moderate_slope,0,Species richness,4,7.6,3.081227618,4,13.63909516
149,Hermit Crab Islet,HERM-01,T18,15.2,lagoon,moderate_slope,0,Species richness,4,4.9,1.373518578,4,7.592046944
150,Hermit Crab Islet,HERM-01,T19,13.5,lagoon,moderate_slope,0,Species richness,6,6.115384615,2.215776454,6,10.45822666
151,Hermit Crab Islet,HERM-01,T2,46.6,lagoon,flat,1,Species richness,3,3.9,0.767719304,3,5.404702186
152,Hermit Crab Islet,HERM-01,T2,48.1,lagoon,flat,1,Species richness,2,2,0.492365964,2,2.965019556
153,Hermit Crab Islet,HERM-01,T20,10.2,lagoon,moderate_slope,0,Species richness,6,15,4.746025311,6,24.30203868
154,Hermit Crab Islet,HERM-01,T3,46.8,lagoon,flat,1,Species richness,2,2,0.219042914,2,2.429316222
155,Hermit Crab Islet,HERM-01,T4,47.1,lagoon,flat,0,Species richness,1,1,0,1,1
156,Hermit Crab Islet,HERM-01,T5,38.7,lagoon,flat,2,Species richness,1,1,0,1,1
157,Hermit Crab Islet,HERM-01,T5,46.4,lagoon,flat,1,Species richness,1,1,0,1,1
158,Hermit Crab Islet,HERM-01,T6,40.2,lagoon,flat,2,Species richness,2,2.5,0.661266003,2,3.796057551
159,Hermit Crab Islet,HERM-01,T7,41.2,lagoon,flat,2,Species richness,3,3,0.630731854,3,4.236211717
160,Hermit Crab Islet,HERM-01,T7,47.7,lagoon,flat,1,Species richness,3,4.5,1.99273301,3,8.40568493
161,Hermit Crab Islet,HERM-01,T8,42.5,lagoon,flat,2,Species richness,3,3.416666667,1.28436898,3,5.933983609
162,Hermit Crab Islet,HERM-01,T8,47.9,lagoon,flat,1,Species richness,2,2,0.326598632,2,2.640121557
163,Hermit Crab Islet,HERM-01,T9,30.1,lagoon,flat,3,Species richness,8,29.77777778,10.90115957,8.411897632,51.14365792
164,Juliette Cay,JULI-01,T1,98,outer_slope,steep_slope,4,Species richness,1,1,0,1,1
165,Juliette Cay,JULI-01,T3,68,outer_slope,flat,3,Species richness,1,1,0,1,1
166,Juliette Cay,JULI-01,T7,34.9,outer_slope,gentle_slope,3,Species richness,6,8.863636364,1.496397258,6,11.7965211
167,Juliette Cay,JULI-01,T8,28,outer_slope,gentle_slope,3,Species richness,2,2,0.301511345,2,2.590951376
168,Juliette Cay,JULI-02,T2,94.2,outer_slope,moderate_slope,3,Species richness,1,1,0,1,1
169,Juliette Cay,JULI-02,T3,86.4,outer_slope,moderate_slope,3,Species richness,1,1,0,1,1
170,Juliette Cay,JULI-02,T4,77,outer_slope,moderate_slope,4,Species richness,2,2,0.314466038,2,2.616342108
171,Juliette Cay,JULI-02,T5,67.1,outer_slope,moderate_slope,3,Species richness,4,4.21875,1.947228684,4,8.03524809
172,Juliette Cay,JULI-02,T6,59.1,outer_slope,gentle_slope,2,Species richness,1,1,0,1,1
173,Juliette Cay,JULI-02,T8,47.6,outer_slope,gentle_slope,2,Species richness,5,5,0.778985734,5,6.526783983
174,Juliette Cay,JULI-02,T9,35.4,outer_slope,moderate_slope,3,Species richness,6,13.11111111,6.866781351,6,26.56975525
175,Kenn,KENN-01,T1,40.8,outer_slope,steep_slope,4,Species richness,6,10.125,4.330517459,6,18.61265825
176,Kenn,KENN-01,T2,31.1,outer_slope,steep_slope,4,Species richness,7,18.25,9.375937327,7,36.62649948
177,Kenn,KENN-01,T3,31.4,outer_slope,gentle_slope,3,Species richness,11,13.19642857,5.091673377,11,23.17592501
178,Kenn,KENN-01,T4,32.3,outer_slope,gentle_slope,3,Species richness,4,5.75,2.104326497,4,9.874404146
179,Kenn,KENN-02,T4,20,lagoon,gentle_slope,0,Species richness,1,1,0,1,1
180,Lorna Cay,LORN-01,T1,45.1,outer_slope,flat,2,Species richness,3,3,0.368452949,3,3.72215451
181,Lorna Cay,LORN-01,T10,4,outer_slope,flat,1,Species richness,4,5.714285714,2.233131066,4,10.09114218
182,Lorna Cay,LORN-01,T12,55.6,outer_slope,steep_slope,4,Species richness,2,2.5,0.67689129,2,3.826682549
183,Lorna Cay,LORN-01,T13,55.2,outer_slope,steep_slope,3,Species richness,3,5,1.402643008,3,7.749129779
184,Lorna Cay,LORN-01,T5,31.7,outer_slope,flat,2,Species richness,1,1,0,1,1
185,Lorna Cay,LORN-01,T6,32.5,outer_slope,flat,2,Species richness,4,5.714285714,1.794299564,4,9.231048237
186,Lorna Cay,LORN-01,T6,46,outer_slope,steep_slope,1,Species richness,1,1,0,1,1
187,Lorna Cay,LORN-01,T7,34,outer_slope,flat,2,Species richness,3,3,0.507120012,3,3.99393696
188,Lorna Cay,LORN-01,T7,36.5,outer_slope,flat,3,Species richness,2,2.333333333,1.21191244,2,4.708638068
189,Lorna Cay,LORN-01,T8,27,outer_slope,flat,2,Species richness,3,3.444444444,1.205802883,3,5.807774668
190,Lorna Cay,LORN-01,T8,40,outer_slope,gentle_slope,3,Species richness,6,6.15625,2.645724908,6,11.34177553
191,Lorna Cay,LORN-01,T9,44.8,outer_slope,gentle_slope,2,Species richness,5,5.909090909,2.033395138,5,9.894472146
192,Lorna Cay,LORN-01,T9,9,outer_slope,flat,1,Species richness,5,10.14285714,3.733080155,5,17.4595598
193,Lorna Cay,LORN-02,T4,15,lagoon,flat,1,Species richness,7,7.122222222,3.200187765,7,13.39447498
194,Lorna Cay,LORN-02,T5,7,lagoon,flat,3,Species richness,7,10.63636364,5.969473806,7,22.3363173
195,Margaret Cay,MARG-01,T10,9,outer_slope,gentle_slope,4,Species richness,12,23.73958333,11.06350068,12,45.42364621
196,Margaret Cay,MARG-01,T5,53.3,outer_slope,steep_slope,1,Species richness,2,2.333333333,1.249269147,2,4.781855868
197,Margaret Cay,MARG-01,T6,43.6,outer_slope,moderate_slope,0,Species richness,5,9,4.025894951,5,16.89060911
198,Margaret Cay,MARG-01,T7,34.2,outer_slope,moderate_slope,0,Species richness,1,1,0,1,1
199,Margaret Cay,MARG-01,T8,25.2,outer_slope,moderate_slope,1,Species richness,10,36.72727273,12.853358,11.53515396,61.91939149
200,Margaret Cay,MARG-01,T9,17.3,outer_slope,gentle_slope,4,Species richness,2,2,0.468826172,2,2.918882413
201,Margaret Cay,MARG-02,T10,6.4,lagoon,moderate_slope,1,Species richness,6,10.3902439,4.470065889,6,19.15141205
202,Margaret Cay,MARG-02,T2,42.2,lagoon,moderate_slope,0,Species richness,1,1,0,1,1
203,Margaret Cay,MARG-02,T3,34.5,lagoon,moderate_slope,0,Species richness,1,1,0,1,1
204,Margaret Cay,MARG-02,T4,34.9,lagoon,moderate_slope,0,Species richness,1,1,0,1,1
205,Margaret Cay,MARG-02,T8,13.8,lagoon,moderate_slope,0,Species richness,2,2,0.487831731,2,2.956132624
206,Margaret Cay,MARG-02,T9,7.7,lagoon,moderate_slope,1,Species richness,5,6.96875,2.064919301,5,11.01591746
207,Marion,MARI-01,T1,33.9,lagoon,flat,2,Species richness,3,3.888888889,1.015192611,3,5.878629843
208,Marion,MARI-01,T6,35,lagoon,flat,1,Species richness,3,3.833333333,1.029847425,3,5.851797195
209,Marion,MARI-02,T1,18,lagoon,flat,0,Species richness,4,4.225,1.394824918,4,6.958806605
210,Marion,MARI-02,T10,45,lagoon,flat,2,Species richness,5,5,1.13976804,5,7.233904309
211,Marion,MARI-02,T11,46,lagoon,flat,2,Species richness,1,1,0,1,1
212,Marion,MARI-02,T12,46,lagoon,flat,2,Species richness,5,9.090909091,3.806075743,5,16.55068047
213,Marion,MARI-02,T13,48,lagoon,flat,2,Species richness,3,3.8,1.236304366,3,6.223112031
214,Marion,MARI-02,T14,45,lagoon,flat,2,Species richness,3,3.8,1.659347566,3,7.052261466
215,Marion,MARI-02,T15,44,lagoon,flat,2,Species richness,3,3.8,1.622392547,3,6.97983096
216,Marion,MARI-02,T16,46,lagoon,flat,2,Species richness,5,5.909090909,2.051041582,5,9.929058541
217,Marion,MARI-02,T17,54,lagoon,flat,1,Species richness,3,3.2,1.559456005,3,6.256477605
218,Marion,MARI-02,T4,38,lagoon,flat,1,Species richness,3,3.454545455,1.248444729,3,5.90145216
219,Marion,MARI-02,T5,41,lagoon,flat,1,Species richness,3,3.833333333,1.03661367,3,5.865058793
220,Marion,MARI-02,T6,43,lagoon,flat,1,Species richness,3,4.5,1.75237213,3,7.934586262
221,Marion,MARI-02,T7,44,lagoon,flat,2,Species richness,5,5.9,1.972801743,5,9.766620365
222,Marion,MARI-02,T9,44,lagoon,flat,2,Species richness,6,9.5,4.560218894,6,18.43786479
223,Middle Cay,MIDD-01,T1,40,inner_reef,flat,2,Species richness,4,7.6,3.016369481,4,13.51197555
224,Middle Cay,MIDD-01,T10,5,inner_reef,flat,1,Species richness,1,1,0,1,1
225,Middle Cay,MIDD-01,T2,40,inner_reef,flat,1,Species richness,2,2.5,0.708872344,2,3.889364264
226,Middle Cay,MIDD-01,T3,30,inner_reef,flat,1,Species richness,4,4.833333333,2.018794096,4,8.790097053
227,Middle Cay,MIDD-01,T5,26,inner_reef,flat,1,Species richness,2,2,0.460566186,2,2.902693138
228,Middle Cay,MIDD-01,T6,21,inner_reef,steep_slope,3,Species richness,8,15.6,7.140842587,8,29.59579429
229,Middle Cay,MIDD-01,T7,11,inner_reef,flat,3,Species richness,7,9.909090909,3.291343659,7,16.36000594
230,Middle Cay,MIDD-01,T8,10,inner_reef,flat,3,Species richness,7,7.244444444,1.784899656,7,10.74278349
231,Middle Cay,MIDD-01,T9,4,inner_reef,flat,1,Species richness,3,3.444444444,1.250596067,3,5.895567695
232,North Flinders,FLIN-02,T4,40,lagoon,flat,0,Species richness,1,1,0,1,1
233,North Flinders,FLIN-02,T5,41.5,lagoon,flat,0,Species richness,1,1,0,1,1
234,North Flinders,FLIN-02,T6,43.3,lagoon,flat,0,Species richness,3,3.45,1.310862157,3,6.019242617
235,North Flinders,FLIN-02,T7,44,lagoon,flat,1,Species richness,3,4.5,2.15028187,3,8.714475022
236,North Flinders,FLIN-04,T1,34.1,lagoon,flat,1,Species richness,3,3.416666667,1.133884051,3,5.63903857
237,North Flinders,FLIN-04,T5,18.8,lagoon,gentle_slope,0,Species richness,4,4.954545455,0.732995021,4,6.391189297
238,Observation Cay,OBSN-01,T10,5,outer_slope,wall,1,Species richness,7,14.68,6.368225416,7,27.16149246
239,Observation Cay,OBSN-01,T11,5,outer_slope,wall,1,Species richness,7,8.923076923,3.331302485,7,15.45230981
240,Observation Cay,OBSN-01,T4,63,outer_slope,wall,1,Species richness,1,1,0,1,1
